timestamp,señal
1,0.020751875609560728
2,0.04143003203696804
3,0.08089140984957853
4,0.16013875597818522
5,0.22508771550235976
6,0.30935193548584944
7,0.41456669848557304
8,0.4038551090866911
9,0.3029749195052663
10,0.2168186542101047
11,0.12612147787643505
12,0.04090198234699433
13,0.036816331138130154
14,0.10436352422380583
15,0.1064224163511279
16,0.11314954438525057
17,0.17875575276638733
18,0.21174450886639246
19,0.19098701594363995
20,0.16800282386119544
21,0.15390749748574478
22,0.13488128511981065
23,0.09559528257852647
24,0.055685457503668725
25,0.022905363509967372
26,0.01808085463472663
27,0.037205117958554385
28,0.02245130616542445
29,0.0005274669754141155
30,0.03770732196575889
31,0.07498344819502901
32,0.02796393499686785
33,0.1125065474272089
34,0.16415333831763018
35,0.1098011523620448
36,0.049515031172696525
37,0.1704243932200478
38,0.4299050418146534
39,0.39877053184887795
40,0.1817418093184528
41,0.006856464907475391
42,0.10452372673712416
43,0.20264831055466462
44,0.2857957556961221
45,0.3139628489591012
46,0.3002076541550788
47,0.290145338860242
48,0.27408177527864724
49,0.25851617400328863
50,0.21462923688892022
51,0.011729939708075307
52,0.2802630922806983
53,0.4521152940226155
54,0.44182380637828594
55,0.28970002399488215
56,0.01960159344825456
57,0.19624912069078693
58,0.15334935800853536
59,0.05821707975994566
60,0.046771323678906324
61,0.0017731310037150591
62,0.016540411182393865
63,0.0395999147985274
64,0.0007242702343729124
65,0.009738847972328818
66,0.026790647986421532
67,0.007201526833142051
68,0.06931551354093922
69,0.09258913980129817
70,0.034465349410697954
71,0.057599602244778586
72,0.029479278506727387
73,0.08455138304093224
74,0.057940263562355494
75,0.06671641809537181
76,0.12596157417897308
77,0.17148422385733345
78,0.3637216991261019
79,0.5321145698816868
80,0.4076547203896895
81,0.12968010892411191
82,0.1398240974857837
83,0.42610874322977543
84,0.6364749640443967
85,0.5556249911848625
86,0.13730179978524387
87,0.2618429404528415
88,0.35427595583778
89,0.26536623192655207
90,0.059033928197560946
91,0.1743968858503388
92,0.25582805001888237
93,0.25149827811912884
94,0.23308354419042157
95,0.1696930919493954
