%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, EXG Channel 8, EXG Channel 9, EXG Channel 10, EXG Channel 11, EXG Channel 12, EXG Channel 13, EXG Channel 14, EXG Channel 15, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Other, Timestamp (Formatted)
106.0, -48558.78484949885, -23774.36593465399, -10356.09964801069, -19881.586120317712, 80208.02798366881, -11061.14072336444, 3735.2223676708186, 0.0, -48534.712020720486, -23957.382018254044, -10392.264770539376, -19874.701783025477, 80234.11246944816, -11055.150455850418, 3650.6880701408472, 0.0, 0.10200000000000001, 0.9460000000000001, 0.294, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.71415118316215E9, 0.0, 2024-04-26 12:06:23.162
108.0, -48541.10461963471, -23881.92252897293, -10404.714692200982, -19870.007916689865, 80208.20679762444, -11051.37301103747, 3753.886074291, 0.0, -48560.61769254419, -23735.429195812845, -10376.596197676206, -19882.726059284934, 80203.7811522223, -11060.09019137504, 3797.8296038901335, 0.0, 0.10200000000000001, 0.9460000000000001, 0.294, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7141511831621656E9, 0.0, 2024-04-26 12:06:23.162
110.0, -48545.37380282567, -23802.4173739454, -10350.467008407952, -19862.587137530703, 80194.683992229, -11045.226281312262, 3738.396315383472, 0.0, -48529.16878809557, -23967.239137558838, -10397.450375253007, -19858.720285739935, 80207.75976273534, -11041.761760921689, 3685.4897362577603, 0.0, 0.10400000000000001, 0.9450000000000001, 0.296, 192.0, 1.5, 40.0, 14.5, 64.0, 4.5, 40.0, 0.0, 0.0, 0.0, 1.7141511831621816E9, 0.0, 2024-04-26 12:06:23.162
112.0, -48527.17948283905, -23851.702970469352, -10389.895485627114, -19864.643498020592, 80216.34283260618, -11045.941537134831, 3744.0513067306647, 0.0, -48548.972433682975, -23718.21835258226, -10358.737153856417, -19871.773704501833, 80198.2826230863, -11053.407019782904, 3809.8995458959994, 0.0, 0.10400000000000001, 0.9450000000000001, 0.296, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.714151183162198E9, 0.0, 2024-04-26 12:06:23.162
114.0, -48545.01617491438, -23835.25208655025, -10356.323165455242, -19870.36554460115, 80198.50614053085, -11052.222377326772, 3705.0922161450644, 0.0, -48522.37385778116, -23973.02823937276, -10392.756508917393, -19861.111922396653, 80217.75099250687, -11043.818121411578, 3649.6598898959032, 0.0, 0.10400000000000001, 0.9450000000000001, 0.296, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7141511831622145E9, 0.0, 2024-04-26 12:06:23.162
116.0, -48544.83736095874, -23821.46106022132, -10401.54074448833, -19885.564730830756, 80198.97552716441, -11062.593586754036, 3781.646940904491, 0.0, -48552.21343662899, -23713.21156182427, -10359.139485256612, -19878.658041794068, 80192.13589336109, -11057.944423907331, 3787.7266153963346, 0.0, 0.10400000000000001, 0.9450000000000001, 0.296, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.714151183162243E9, 0.0, 2024-04-26 12:06:23.162
118.0, -48539.49529403392, -23872.266575368238, -10369.935377828524, -19869.560881800757, 80208.09503890217, -11051.015383126187, 3706.768596979213, 0.0, -48527.62651772815, -23971.776541683263, -10417.455186540508, -19879.59681506119, 80207.35743133514, -11055.262214572695, 3694.4751375287938, 0.0, 0.10400000000000001, 0.9450000000000001, 0.296, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.714151183162259E9, 0.0, 2024-04-26 12:06:23.162
120.0, -48536.880139932655, -23796.270644220192, -10389.671968182562, -19875.752315014877, 80194.57223350671, -11055.530435506158, 3779.5235251812373, 0.0, -48551.27466336187, -23720.006492138684, -10357.820732333748, -19881.697879039988, 80190.9288991605, -11060.581929753058, 3790.6099904310695, 0.0, 0.10400000000000001, 0.9435, 0.299, 192.0, 1.5, 32.0, 14.5, 56.0, 4.5, 56.0, 0.0, 0.0, 0.0, 1.714151183162276E9, 0.0, 2024-04-26 12:06:23.162
122.0, -48529.92874740705, -23903.44725888339, -10370.494171439906, -19867.07983816622, 80195.3768963071, -11043.259327800195, 3685.266218813207, 0.0, -48517.61293621218, -23957.002038598304, -10408.022750380367, -19867.39276258859, 80201.94830917697, -11044.555728978603, 3681.734643189269, 0.0, 0.10400000000000001, 0.9435, 0.299, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7141511831622925E9, 0.0, 2024-04-26 12:06:23.162
124.0, -48534.89083467613, -23763.234765915247, -10376.48443895393, -19884.02246046334, 80185.65388746905, -11055.485732017247, 3789.2241822748406, 0.0, -48543.27273884687, -23721.101727616995, -10343.828540304727, -19882.144913929096, 80182.83756766768, -11052.356487793504, 3783.278618249729, 0.0, 0.10400000000000001, 0.9435, 0.299, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7141511831623092E9, 0.0, 2024-04-26 12:06:23.162
126.0, -48517.21060481198, -23928.3471022066, -10373.399898219097, -19851.54537576978, 80207.35743133514, -11030.27296427166, 3661.7521836462242, 0.0, -48515.31070653328, -23926.044872527706, -10400.937247388036, -19865.716381754446, 80189.49838751536, -11040.66652544338, 3708.9367161913774, 0.0, 0.10400000000000001, 0.9435, 0.299, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7141511831623256E9, 0.0, 2024-04-26 12:06:23.162
128.0, -48527.62651772815, -23745.50983256219, -10367.454334193986, -19870.901986468078, 80195.28748932928, -11043.684010944846, 3771.3874901995055, 0.0, -48534.846131187216, -23740.88302145994, -10339.224080946933, -19862.005992174865, 80202.95413767746, -11041.068856843574, 3744.230120686307, 0.0, 0.10400000000000001, 0.9435, 0.299, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7141511831623435E9, 0.0, 2024-04-26 12:06:23.162
130.0, -48517.70234319, -23955.571526953165, -10381.312415756276, -19863.570614286735, 80201.09894288766, -11034.653906184902, 3646.083610783054, 0.0, -48510.21450879747, -23905.5930263511, -10393.91879962907, -19863.615317775646, 80198.6849544865, -11033.066932328575, 3693.1563846059307, 0.0, 0.10500000000000001, 0.9397500000000001, 0.3005, 192.0, 1.5, 40.0, 14.5, 32.0, 4.5, 56.0, 0.0, 0.0, 0.0, 1.71415118316236E9, 0.0, 2024-04-26 12:06:23.162
132.0, -48535.18140735405, -23722.733404962233, -10355.429095677031, -19862.944765441986, 80206.50806504584, -11034.050409084608, 3769.0852605206087, 0.0, -48536.14253236563, -23774.544748609635, -10345.057886249768, -19866.677506766024, 80201.59068126568, -11037.939612619832, 3717.9444692068664, 0.0, 0.10500000000000001, 0.9397500000000001, 0.3005, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7141511831623764E9, 0.0, 2024-04-26 12:06:23.162
134.0, -48514.90837513308, -23967.66382070349, -10390.968369360968, -19846.963268156444, 80212.81125698224, -11022.628667667947, 3656.052488810121, 0.0, -48519.42342751306, -23871.01487767874, -10393.360006017687, -19862.31891659724, 80212.6324430266, -11031.591717194524, 3724.5158820767265, 0.0, 0.10500000000000001, 0.9397500000000001, 0.3005, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7141511831623929E9, 0.0, 2024-04-26 12:06:23.162
136.0, -48525.771322938366, -23715.26792231416, -10349.818807818749, -19852.126521125618, 80185.83270142469, -11029.356542748994, 3774.27086523424, 0.0, -48531.627479985655, -23804.04905129064, -10346.041363005801, -19844.97396289992, 80199.86959694262, -11025.13206304694, 3722.9959634537654, 0.0, 0.10500000000000001, 0.9397500000000001, 0.3005, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7141511831624095E9, 0.0, 2024-04-26 12:06:23.162
138.0, -48502.056122071284, -23968.51318699279, -10388.844953637714, -19848.773759457323, 80200.94248067647, -11028.775397393156, 3653.2138172642967, 0.0, -48511.577965209246, -23844.639819221477, -10382.519409956862, -19855.278117093818, 80186.54795724725, -11033.08928407303, 3722.2807076311956, 0.0, 0.10500000000000001, 0.9397500000000001, 0.3005, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7141511831624272E9, 0.0, 2024-04-26 12:06:23.162
140.0, -48527.73827645043, -23707.958901877275, -10343.13563622661, -19866.386934088103, 80197.6344224971, -11038.677220186857, 3779.5235251812373, 0.0, -48516.674162945055, -23840.884726152985, -10347.449522906485, -19855.099303138173, 80204.16113187803, -11033.37985675095, 3687.233172325274, 0.0, 0.10450000000000001, 0.939875, 0.30125, 192.0, 1.5, 32.0, 14.5, 48.0, 4.5, 56.0, 0.0, 0.0, 0.0, 1.714151183162446E9, 0.0, 2024-04-26 12:06:23.162
142.0, -48508.67223843005, -23961.293573533723, -10396.802174663804, -19868.778570744824, 80252.91028653506, -11039.124255075963, 3697.671436985903, 0.0, -48513.63432569913, -23808.80997285962, -10374.472781952953, -19869.762047500855, 80231.7878880248, -11038.431350997847, 3762.6703098619355, 0.0, 0.10450000000000001, 0.939875, 0.30125, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7141511831624732E9, 0.0, 2024-04-26 12:06:23.162
144.0, -48522.396209525614, -23710.775221678643, -10337.547700112784, -19872.35484985767, 80251.34566442319, -11036.933784119343, 3784.9997025727876, 0.0, -48517.63528795663, -23877.116903915037, -10359.072430023245, -19869.247957378382, 80257.17946972603, -11037.313763775082, 3706.9921144237655, 0.0, 0.10450000000000001, 0.939875, 0.30125, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7141511836406186E9, 0.0, 2024-04-26 12:06:23.640
146.0, -48494.76945337885, -23936.3490267216, -10390.677796683049, -19857.379181072614, 80284.98503982843, -11024.014475824175, 3709.8754894585004, 0.0, -48512.203814053995, -23776.914033521898, -10370.404764462086, -19868.93503295601, 80259.43699591601, -11036.598507952513, 3789.045368319198, 0.0, 0.10450000000000001, 0.939875, 0.30125, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7141511836407623E9, 0.0, 2024-04-26 12:06:23.640
148.0, -48520.54101473582, -23714.127983346938, -10324.986019728902, -19848.147910612573, 80306.77799067236, -11020.058217055586, 3752.6120248570473, 0.0, -48500.46914821496, -23897.5911018361, -10354.825598576737, -19845.84568093368, 80304.72163018247, -11016.347827476005, 3683.4557275123275, 0.0, 0.10450000000000001, 0.939875, 0.30125, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7141511836408408E9, 0.0, 2024-04-26 12:06:23.640
150.0, -48497.94340109151, -23907.738793818808, -10387.548552459306, -19848.55024201277, 80313.01412737538, -11017.532469932135, 3723.4429983428718, 0.0, -48522.485616503436, -23741.285352860137, -10359.184188745521, -19860.351963085173, 80300.4077435026, -11029.736522404733, 3802.299952781195, 0.0, 0.10450000000000001, 0.939875, 0.30125, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.714151183640915E9, 0.0, 2024-04-26 12:06:23.640
152.0, -48512.27086928736, -23734.669236501366, -10323.533156339307, -19840.168337842028, 80323.8547234362, -11011.497498929204, 3752.343803923584, 0.0, -48495.484709201424, -23922.759166092776, -10360.234720734921, -19840.8835936646, 80319.89846466763, -11010.491670428715, 3674.20210530783, 0.0, 0.10200000000000001, 0.9420000000000001, 0.3, 192.0, 1.5, 24.0, 14.5, 56.0, 4.5, 48.0, 0.0, 0.0, 0.0, 1.7141511836409423E9, 0.0, 2024-04-26 12:06:23.640
154.0, -48491.014360310364, -23866.812749721143, -10374.271616252854, -19840.30244830876, 80347.90520047012, -11010.715187873267, 3731.199053668863, 0.0, -48505.78886339532, -23717.368986292957, -10343.403857160076, -19838.894288408075, 80336.57286603127, -11011.452795440293, 3782.205734515874, 0.0, 0.10200000000000001, 0.9420000000000001, 0.3, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.71415118364097E9, 0.0, 2024-04-26 12:06:23.640
156.0, -48504.783034894834, -23751.388341353937, -10323.577859828218, -19844.77279719982, 80339.74681374393, -11016.571344920558, 3749.9074637779554, 0.0, -48484.01826429585, -23928.3471022066, -10361.508770168874, -19828.031340602796, 80355.48244184048, -11000.70160635729, 3662.9144743579004, 0.0, 0.10200000000000001, 0.9420000000000001, 0.3, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7141511836409976E9, 0.0, 2024-04-26 12:06:23.640
158.0, -48488.75683412037, -23838.00135111825, -10361.754639357881, -19839.8330616752, 80364.8701745117, -11013.352693718994, 3751.717955078835, 0.0, -48496.69170340201, -23697.855913383475, -10335.357229156165, -19846.091550122685, 80346.94407545854, -11014.514984430669, 3800.042426591209, 0.0, 0.10200000000000001, 0.9420000000000001, 0.3, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.71415118364104E9, 0.0, 2024-04-26 12:06:23.641
160.0, -48514.081360588236, -23799.019908788196, -10330.462197120452, -19833.418111016526, 80363.39495937765, -11017.644228654413, 3748.78987655519, 0.0, -48491.7966713663, -23944.105082047594, -10366.560264415773, -19830.244163303872, 80378.72825607398, -11013.576211163547, 3692.888163672467, 0.0, 0.10200000000000001, 0.9420000000000001, 0.3, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7141511836410656E9, 0.0, 2024-04-26 12:06:23.641
162.0, -48510.393322753116, -23836.66024645093, -10375.880941853637, -19848.997276901875, 80358.52227908639, -11024.573269435557, 3786.4078624734716, 0.0, -48520.96569788047, -23707.869494899453, -10336.765389056849, -19843.878727421612, 80353.13550867265, -11023.545089190613, 3822.975316402354, 0.0, 0.112, 0.9440000000000001, 0.294, 192.0, 1.5, 64.0, 14.5, 64.0, 4.5, 24.0, 0.0, 0.0, 0.0, 1.7141511836410916E9, 0.0, 2024-04-26 12:06:23.641
164.0, -48512.67320068755, -23845.466833766324, -10338.777046057827, -19835.139195339587, 80367.66414256861, -11015.073778042053, 3741.7490770517684, 0.0, -48503.93366860553, -23973.005887628304, -10391.370700761165, -19845.242183833383, 80364.55725008932, -11021.444025211815, 3706.790948723668, 0.0, 0.112, 0.9440000000000001, 0.294, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7141511836411166E9, 0.0, 2024-04-26 12:06:23.641
166.0, -48496.445834213, -23797.27647272068, -10362.916930069558, -19845.420997789028, 80358.20935466401, -11019.678237399845, 3783.7703566277455, 0.0, -48516.98708736743, -23704.963768120262, -10327.355304641165, -19842.291753565285, 80354.8118895068, -11018.717112388267, 3807.5973162171026, 0.0, 0.112, 0.9440000000000001, 0.294, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7141511836411426E9, 0.0, 2024-04-26 12:06:23.641
168.0, -48484.53235441833, -23869.5843660336, -10345.080237994223, -19837.955515140955, 80383.98091602098, -11007.474184927249, 3698.4760997862936, 0.0, -48480.28552297181, -23947.591954182622, -10382.430002979041, -19851.075989136218, 80369.36287514721, -11019.18649902183, 3706.9027074459445, 0.0, 0.112, 0.9440000000000001, 0.294, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7141511836411796E9, 0.0, 2024-04-26 12:06:23.641
170.0, -48480.196115994, -23744.638114528432, -10345.639031605606, -19838.26843956333, 80428.17031480913, -11006.423652937849, 3771.722766366335, 0.0, -48488.01922655335, -23692.06681156955, -10318.056978947758, -19833.12753833861, 80402.1305325187, -11005.641341881912, 3774.047347789687, 0.0, 0.112, 0.9440000000000001, 0.294, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.714151183641204E9, 0.0, 2024-04-26 12:06:23.641
172.0, -48478.89971481558, -23865.784569476196, -10333.300868666276, -19827.427843502504, 80435.14405907919, -10998.444080167304, 3701.1359573764753, 0.0, -48467.74619433239, -23892.181979677916, -10360.055906779278, -19826.801994657755, 80446.69991096258, -10997.102975499985, 3708.333219091084, 0.0, 0.10200000000000001, 0.9480000000000001, 0.3, 192.0, 1.5, 24.0, 14.5, 80.0, 4.5, 48.0, 0.0, 0.0, 0.0, 1.714151183641229E9, 0.0, 2024-04-26 12:06:23.641
174.0, -48489.74031087641, -23712.18338157933, -10341.414551903552, -19850.40543680256, 80427.47741073101, -11012.011589051675, 3842.466037567382, 0.0, -48500.75972089288, -23685.16012253286, -10310.122109666123, -19843.78932044379, 80421.3306810058, -11009.977580306242, 3808.558441228681, 0.0, 0.10200000000000001, 0.9480000000000001, 0.3, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7141511836412687E9, 0.0, 2024-04-26 12:06:23.641
176.0, -48460.28071168432, -23907.44822114089, -10338.888804780103, -19829.55125922576, 80443.54831499438, -10996.186553977317, 3695.1680416069084, 0.0, -48467.72384258793, -23878.525063815723, -10364.325089970242, -19841.196518086974, 80439.81557367035, -11003.22735348074, 3761.6644813614466, 0.0, 0.10200000000000001, 0.9480000000000001, 0.3, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7141511836412957E9, 0.0, 2024-04-26 12:06:23.641
178.0, -48474.04938626879, -23705.388451264913, -10328.428188375019, -19846.896212923075, 80431.8360008998, -11007.60829539398, 3797.3155137676617, 0.0, -48477.0445200258, -23725.30385557459, -10304.08713866319, -19837.59788722967, 80431.05368984386, -11003.56262964757, 3762.4467924173828, 0.0, 0.10200000000000001, 0.9480000000000001, 0.3, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7141511836413229E9, 0.0, 2024-04-26 12:06:23.641
180.0, -48469.22140946644, -23934.06914878716, -10356.47962766643, -19843.185823343494, 80452.35490230977, -11005.641341881912, 3693.402253794939, 0.0, -48469.51198214436, -23861.738903729787, -10367.00729930488, -19855.479282793916, 80436.06048060185, -11014.872612341955, 3755.048365002676, 0.0, 0.10200000000000001, 0.9480000000000001, 0.3, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7141511836413488E9, 0.0, 2024-04-26 12:06:23.641
182.0, -48488.33215097572, -23696.201884293783, -10325.99184822939, -19843.766968699332, 80466.68237050562, -11006.155432004385, 3797.1590515564744, 0.0, -48488.60037190919, -23762.51951009268, -10317.56524056974, -19846.62799198961, 80457.65226574568, -11008.345902961006, 3756.635338859003, 0.0, 0.106, 0.9460000000000001, 0.298, 192.0, 1.5, 40.0, 14.5, 72.0, 4.5, 40.0, 0.0, 0.0, 0.0, 1.7141511836413746E9, 0.0, 2024-04-26 12:06:23.641
184.0, -48465.37690942013, -23934.426776698445, -10358.893616067602, -19834.245125561374, 80464.84952746029, -11006.110728515474, 3732.473103102816, 0.0, -48478.3409212042, -23826.981941101785, -10357.016069533358, -19845.175128600018, 80472.22560313054, -11014.246763497205, 3784.396205472494, 0.0, 0.106, 0.9460000000000001, 0.298, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7141511836414E9, 0.0, 2024-04-26 12:06:23.641
186.0, -48482.85597358418, -23680.041573052597, -10308.915115465536, -19834.267477305828, 80448.71156796356, -11004.836679081522, 3820.114293112075, 0.0, -48471.92597054553, -23790.392135428447, -10312.156118411556, -19829.30539003675, 80453.04780638788, -11001.886248813422, 3749.2592631887514, 0.0, 0.106, 0.9460000000000001, 0.298, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7141511836414237E9, 0.0, 2024-04-26 12:06:23.641
188.0, -48472.37300543464, -23929.01765454026, -10351.137560741612, -19824.522116723314, 80464.51425129345, -10992.900847542387, 3743.336050908095, 0.0, -48478.51973515985, -23794.437801174856, -10337.726514068427, -19833.619276716625, 80452.73488196552, -11003.964961047765, 3800.042426591209, 0.0, 0.106, 0.9460000000000001, 0.298, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7141511836414464E9, 0.0, 2024-04-26 12:06:23.641
190.0, -48497.18344178003, -23669.64801188088, -10292.71010073544, -19815.469660218914, 80477.14298691071, -10987.871705039943, 3858.872217997577, 0.0, -48481.090185772206, -23815.157868284925, -10303.2824758628, -19806.35014848115, 80481.21100440157, -10982.663748581857, 3762.0668127616423, 0.0, 0.106, 0.9460000000000001, 0.298, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7141511836414692E9, 0.0, 2024-04-26 12:06:23.641
192.0, -48464.102859986175, -23910.622168853544, -10342.018049003846, -19789.698098861947, 80495.42671387515, -10966.838713507499, 3762.7373650953014, 0.0, -48477.513906659355, -23755.6575245449, -10322.527327838818, -19803.10914553513, 80489.77172252795, -10975.734707800711, 3839.336793343639, 0.0, 0.10400000000000001, 0.9470000000000001, 0.295, 192.0, 1.5, 24.0, 14.5, 80.0, 4.5, 16.0, 0.0, 0.0, 0.0, 1.7141511836414936E9, 0.0, 2024-04-26 12:06:23.641
194.0, -48484.59940965169, -23676.241776495193, -10286.250446587856, -19789.54163665076, 80471.15271939668, -10969.342108886494, 3843.4718660678705, 0.0, -48475.30108395828, -23843.81280467663, -10306.791699742282, -19780.712697590912, 80485.39078061472, -10962.346012871983, 3771.1639727549523, 0.0, 0.10400000000000001, 0.9470000000000001, 0.295, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7141511836415184E9, 0.0, 2024-04-26 12:06:23.641
196.0, -48449.99890923488, -23891.377316877522, -10342.196862959488, -19802.952683323943, 80469.40928332917, -10974.17008568884, 3756.1659522254413, 0.0, -48467.27680769883, -23726.868477686465, -10315.933563224502, -19796.828305343188, 80472.4491205751, -10971.130248442918, 3843.8071422347, 0.0, 0.10400000000000001, 0.9470000000000001, 0.295, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.714151183641543E9, 0.0, 2024-04-26 12:06:23.641
198.0, -48460.526580873324, -23686.21065452226, -10285.959873909937, -19814.35207299615, 80448.71156796356, -10985.033033494119, 3782.8315833606225, 0.0, -48447.89784525608, -23876.15577890346, -10313.117243423134, -19801.164543767518, 80460.64739950269, -10972.449001365781, 3705.0922161450644, 0.0, 0.10400000000000001, 0.9470000000000001, 0.295, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.714151183641568E9, 0.0, 2024-04-26 12:06:23.641
200.0, -48441.237025408394, -23847.63495297849, -10338.28530767981, -19814.083852062686, 80473.9466874536, -10981.88143752592, 3759.9881005272987, 0.0, -48464.59459836419, -23690.993927835694, -10315.397121357575, -19827.78547141379, 80456.86995468974, -10995.158373732374, 3831.4466275509153, 0.0, 0.10400000000000001, 0.9470000000000001, 0.295, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7141511836415937E9, 0.0, 2024-04-26 12:06:23.641
202.0, -48458.60433085017, -23704.650843697887, -10279.611978484629, -19818.598904442657, 80467.48703330601, -10985.971806761243, 3755.7859725697012, 0.0, -48439.22536840742, -23885.34234587459, -10315.553583568762, -19809.837020616178, 80480.33928636782, -10980.540332858604, 3694.6092479955255, 0.0, 0.10300000000000001, 0.9455, 0.2925, 192.0, 1.5, 24.0, 14.5, 64.0, 4.5, 8.0, 0.0, 0.0, 0.0, 1.714151183641618E9, 0.0, 2024-04-26 12:06:23.641
204.0, -48445.0368219658, -23825.01498758972, -10344.342630427198, -19831.27234354882, 80471.8009199859, -10997.371196433449, 3775.589618157103, 0.0, -48459.16312446155, -23672.44197993779, -10299.66149326104, -19828.388968514082, 80464.82717571584, -10993.347882431493, 3804.2222028043516, 0.0, 0.10300000000000001, 0.9455, 0.2925, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7141511836416438E9, 0.0, 2024-04-26 12:06:23.641
206.0, -48446.15440918856, -23734.021035912163, -10284.149382609055, -19809.188820026975, 80482.52975732443, -10985.681234083324, 3750.4886091337935, 0.0, -48428.04949617976, -23906.330633918125, -10334.32904891122, -19808.49591594886, 80490.10699869478, -10981.613216592457, 3696.106814874031, 0.0, 0.10300000000000001, 0.9455, 0.2925, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7141511836416695E9, 0.0, 2024-04-26 12:06:23.641
208.0, -48435.716144527934, -23795.644795375443, -10327.981153485913, -19811.178125283495, 80487.0448097044, -10987.60348410648, 3760.748059838779, 0.0, -48451.518827857835, -23659.232098964705, -10294.162964125033, -19814.061500318232, 80480.11576892326, -10990.978597519232, 3813.1181970975636, 0.0, 0.10300000000000001, 0.9455, 0.2925, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7141511836416967E9, 0.0, 2024-04-26 12:06:23.641
210.0, -48447.674327811525, -23765.045257216127, -10285.356376809643, -19797.11887802111, 80473.41024558667, -10983.736632315711, 3724.426475098905, 0.0, -48430.57524330321, -23909.348119419592, -10330.439845375997, -19805.657244403035, 80486.12838818174, -10984.116611971453, 3685.892067657956, 0.0, 0.10300000000000001, 0.9455, 0.2925, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7141511836417236E9, 0.0, 2024-04-26 12:06:23.641
212.0, -48454.312795914746, -23753.444701843822, -10314.167775412534, -19796.49302917636, 80477.81353924437, -10981.769678803645, 3793.716882910357, 0.0, -48462.851162296676, -23642.20006968976, -10280.997786640857, -19802.05861354573, 80467.37527458374, -10988.139925973408, 3816.806234932689, 0.0, 0.1015, 0.94475, 0.29325, 192.0, 1.5, 16.0, 14.5, 64.0, 4.5, 24.0, 0.0, 0.0, 0.0, 1.7141511836417491E9, 0.0, 2024-04-26 12:06:23.641
214.0, -48458.559627361254, -23793.029641274174, -10275.119277849111, -19788.178180238985, 80468.31404785086, -10976.137039200907, 3729.209748412341, 0.0, -48446.02029872183, -23894.573616334634, -10318.392255114586, -19787.418220927506, 80478.43938808911, -10974.393603133394, 3705.986285923277, 0.0, 0.1015, 0.94475, 0.29325, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7141511836417751E9, 0.0, 2024-04-26 12:06:23.641
