timestamp,Señal Suavizada
50.6,0.0016784384747569954
50.601,0.004126587249429032
50.602,0.00733193350730652
50.603,0.011270160166955843
50.604,0.01590650769671518
50.605,0.019519251840858176
50.606,0.022967635569884653
50.607,0.02621104911865499
50.608,0.02921965365079772
50.609,0.03197546610488835
50.61,0.03447254210300453
50.611,0.03671622994288111
50.612,0.038721538711864734
50.613,0.04051072243429184
50.614,0.04211023811938893
50.615,0.04354728140424197
50.616,0.04484613361122357
50.617,0.046024567785040535
50.618,0.04709056200418391
50.619,0.048039549830177296
50.62,0.04885240804433059
50.621,0.04949433504668907
50.622,0.049914723095884635
50.623,0.05004806801643048
50.624,0.04981590274680505
50.625,0.04912967871454691
50.626,0.0478944743387174
50.627,0.04601336166293771
50.628,0.04339222908035113
50.629,0.03994483479236527
50.63,0.03559785773064032
50.631,0.03029570989361659
50.632,0.02400488775914113
50.633,0.016717663506613734
50.634,0.008454941623972964
50.635,-0.0007318553866129955
50.636,-0.010759970864608105
50.637,-0.02151562677667475
50.638,-0.03285548201537436
50.639,-0.04460921233963044
50.64,-0.05658315020685849
50.641,-0.0685648847162563
50.642,-0.08032868889280825
50.643,-0.09164161808289416
50.644,-0.10227008992354122
50.645,-0.11198673794336877
50.646,-0.12057731394661297
50.647,-0.1278474075428241
50.648,-0.13362873897017638
50.649,-0.13778479208595196
50.65,-0.14021556463805007
50.651,-0.14086123751419302
50.652,-0.13970458637859723
50.653,-0.13677200755874594
50.654,-0.13213307334151242
50.655,-0.12589858570635618
50.656,-0.11821715831298618
50.657,-0.10927042315642017
50.658,-0.09926701846944819
50.659,-0.08843557147691919
50.66,-0.07701695162666548
50.661,-0.06525610503031744
50.662,-0.05339381274699031
50.663,-0.04165872763225788
50.664,-0.030260048699438557
50.665,-0.019381164004706238
50.666,-0.009174552738901538
50.667,0.00024181647745981317
50.668,0.008786422763725502
50.669,0.016414385451140684
50.67,0.02311591827562752
50.671,0.02891313566186591
50.672,0.0338553928973768
50.673,0.03801341960418886
50.674,0.04147257096507044
50.675,0.04432557157780321
50.676,0.04666515660211596
50.677,0.04857702159579964
50.678,0.05013348529651805
50.679,0.05138822813626947
50.68,0.05237241664355289
50.681,0.05309245729264687
50.682,0.05352953511520142
50.683,0.05364100048559517
50.684,0.05336357402141344
50.685,0.052618244862779495
50.686,0.051316643358715004
50.687,0.04936859637953162
50.688,0.046690502189576155
50.689,0.043214111459649575
50.69,0.03889527152709014
50.691,0.03372217589491828
50.692,0.027722669692485418
50.693,0.020970188130151255
50.694,0.013587950979344213
50.695,0.005751098610559956
50.696,-0.0023134728969932167
50.697,-0.010329731236059729
50.698,-0.017977636242275528
50.699,-0.024900730150944465
50.7,-0.030716043514800354
50.701,-0.035026058165883604
50.702,-0.03743237057160444
50.703,-0.037550618542922576
50.704,-0.03502614988689227
50.705,-0.029549850259340055
50.706,-0.020873508168298242
50.707,-0.008824080315747258
50.708,0.006683783471777283
50.709,0.02563755830342901
50.71,0.04791955151665353
50.711,0.07330296066471066
50.712,0.1014516351616497
50.713,0.13192376272937786
50.714,0.1641795541729449
50.715,0.19759284095476098
50.716,0.23146633601884847
50.717,0.265050149199152
50.718,0.29756299592976443
50.719,0.3282154046559005
50.72,0.35623411819505557
50.721,0.3808868072516835
50.722,0.401506172685195
50.723,0.41751251057943933
50.724,0.42843384910133575
50.725,0.43392284554010274
50.726,0.4337697448202795
50.727,0.4279108440868975
50.728,0.4164320786273138
50.729,0.39956753568041964
50.73,0.37769290262490285
50.731,0.35131405382509806
50.732,0.32105117145954026
50.733,0.2876189703384003
50.734,0.2518037467507151
50.735,0.21443808839143075
50.736,0.17637416740904532
50.737,0.1384565880815544
50.738,0.10149576808647003
50.739,0.06624280531030871
50.74,0.033366718295702896
50.741,0.0034348531462111524
50.742,-0.023102874693094466
50.743,-0.045925379145322374
50.744,-0.0648470771692314
50.745,-0.07981964571593127
50.746,-0.09092884689035796
50.747,-0.09838658295722767
50.748,-0.1025185115358331
50.749,-0.10374771233554082
50.75,-0.10257503783722564
50.751,-0.0995569029115296
50.752,-0.09528136346158997
50.753,-0.09034340684356637
50.754,-0.08532041041677296
50.755,-0.08074873002205185
50.756,-0.07710234446240302
50.757,-0.07477441402243878
50.758,-0.07406250214981186
50.759,-0.07515807052816675
50.76,-0.0781406893867019
50.761,-0.08297720773386895
50.762,-0.08952591774606843
50.763,-0.09754552529787867
50.764,-0.10670852356837451
50.765,-0.1166183555130133
50.766,-0.12682956550850727
50.767,-0.1368699962733863
50.768,-0.14626397674567918
50.769,-0.15455538834665644
50.77,-0.16132949599050492
50.771,-0.16623249437476117
50.772,-0.16898782386588512
50.773,-0.16940847951328686
50.774,-0.16740474658266605
50.775,-0.16298703862516195
50.776,-0.15626377191959676
50.777,-0.1474344780014135
50.778,-0.1367786102623434
50.779,-0.12464072823920797
50.78,-0.11141292553578112
50.781,-0.09751550393897984
50.782,-0.08337697012815214
50.783,-0.0694144394163876
50.784,-0.05601547404660273
50.785,-0.04352227158106737
50.786,-0.03221894465759192
50.787,-0.022322425370958025
50.788,-0.013977289566683196
50.789,-0.007254554079809168
50.79,-0.002154254259198073
50.791,0.0013886017098440713
50.792,0.0034952905666246576
50.793,0.00433255750657796
50.794,0.004100523337725087
50.795,0.0030201252475279467
50.796,0.0013208615425173145
50.797,-0.000770476884819858
50.798,-0.0030395391981789394
50.799,-0.005292230407133526
50.8,-0.007360409667767885
50.801,-0.009105448703966623
50.802,-0.010419804089303961
50.803,-0.011226898201574896
50.804,-0.01147970297109722
50.805,-0.01115848303627554
50.806,-0.010268163594642457
50.807,-0.008835752482315998
50.808,-0.006908158546652007
50.809,-0.004550639552764297
50.81,-0.00184597570966088
50.811,0.001105680277834412
50.812,0.004186470172008133
50.813,0.007260324370807566
50.814,0.010172680388870963
50.815,0.012750874513408748
50.816,0.014805653733247942
50.817,0.016134199357658054
50.818,0.016524952593399322
50.819,0.015764393289490107
50.82,0.013645747311376757
50.821,0.009979404908137689
50.822,0.0046046423678278775
50.823,-0.002597942124966302
50.824,-0.011694019533101806
50.825,-0.022683986531234202
50.826,-0.03549317797312763
50.827,-0.049964710522571947
50.828,-0.06585574646193487
50.829,-0.0828378194831639
50.83,-0.10050165846981332
50.831,-0.11836669414110361
50.832,-0.13589515175530847
50.833,-0.15251033569923117
50.834,-0.16761842261440063
50.835,-0.18063282918660262
50.836,-0.1909999998372804
50.837,-0.1982253092319219
50.838,-0.20189770153062836
50.839,-0.20171169817683737
50.84,-0.19748549355110545
50.841,-0.18917403135000976
50.842,-0.17687620057262982
50.843,-0.16083559118649665
50.844,-0.14143458710956014
50.845,-0.11918193571531965
50.846,-0.09469429376828002
50.847,-0.06867257637718993
50.848,-0.041874223185281736
50.849,-0.015082718912035602
50.85,0.010924144665888844
50.851,0.035405716730693974
50.852,0.05768812048507234
50.853,0.07719065268369296
50.854,0.09344771841470347
50.855,0.10612532059970071
50.856,0.11503142127496724
50.857,0.12011981591783949
50.858,0.12148750261139298
50.859,0.11936585099183218
50.86,0.11410617571910607
50.861,0.10616057385936585
50.862,0.09605908673385558
50.863,0.0843843792420208
50.864,0.07174519697281913
50.865,0.05874986053798077
50.866,0.045980992809263405
50.867,0.03397255219737877
50.868,0.023190082110949983
50.869,0.014014885749180963
50.87,0.006732618690802225
50.871,0.0015265620257250995
50.872,-0.0015243819196673752
50.873,-0.0024431390642392805
50.874,-0.0013477082192633505
50.875,0.0015592905134020564
50.876,0.006004138369588486
50.877,0.011657895500860164
50.878,0.018153866953555236
50.879,0.025105873156621078
50.88,0.03212655078828129
50.881,0.038844944889498835
50.882,0.044922717521109296
50.883,0.050068376196532684
50.884,0.054049021043589995
50.885,0.0566992186925422
50.886,0.05792672864598326
50.887,0.05771492792511209
50.888,0.05612190780241353
50.889,0.053276339055631824
50.89,0.049370328436530546
50.891,0.04464960150276164
50.892,0.03940145433033005
50.893,0.0339410055391516
50.894,0.028596356030591324
50.895,0.023693305822179885
50.896,0.019540304756880733
50.897,0.01641430793638573
50.898,0.014548166875723512
50.899,0.014120117733603792
50.9,0.015245837288822922
50.901,0.017973414274303157
50.902,0.022281443472385958
50.903,0.028080302679533094
50.904,0.03521651483237295
50.905,0.04347994827386936
50.906,0.05261346943400891
50.907,0.06232454407300628
50.908,0.07229819432278958
50.909,0.08221066160943812
50.91,0.09174310399787582
50.911,0.10059467857247768
50.912,0.10849441262051705
50.913,0.11521134998162894
50.914,0.1205625717512198
50.915,0.12441882269977614
50.916,0.1267076109264096
50.917,0.12741378398088174
50.918,0.12657772196105851
50.919,0.12429140181990891
50.92,0.12069267678064063
50.921,0.11595818051763586
50.922,0.11029530511705064
50.923,0.1039336992826074
50.924,0.09711671615936449
50.925,0.09009319555753591
50.926,0.08310989216337594
50.927,0.07640478674529784
50.928,0.07020143519974638
50.929,0.06470442563012357
50.93,0.06009593729051268
50.931,0.056533331417646965
50.932,0.054147656115339046
50.933,0.05304291835038166
50.934,0.053295955979591254
50.935,0.05495674301248679
50.936,0.058048991098724016
50.937,0.06257092774945891
50.938,0.06849616543805645
50.939,0.07577461174563593
50.94,0.08433341419183558
50.941,0.09407795402546393
50.942,0.10489292889776612
50.943,0.11664358254182015
50.944,0.12917714924294488
50.945,0.14232456907221408
50.946,0.15590251953342174
50.947,0.16971579745039764
50.948,0.1835600592821764
50.949,0.197224905393164
50.95,0.2104972705690576
50.951,0.2231650668011144
50.952,0.23502100362173373
50.953,0.24586649827387067
50.954,0.25551558389358925
50.955,0.2637987176712828
50.956,0.2705663891676197
50.957,0.27569243392446496
50.958,0.2790769619078172
50.959,0.28064881333871755
50.96,0.2803674670585199
50.961,0.2782243294124584
50.962,0.2742433448286783
50.963,0.2684808776857816
50.964,0.26102482747627614
50.965,0.2519929483604044
50.966,0.2415303691392607
50.967,0.2298063260347417
50.968,0.21701014138065153
50.969,0.20334651122643022
50.97,0.18903019783849534
50.971,0.17428024613935084
50.972,0.15931387271147987
50.973,0.14434020945080356
50.974,0.12955410470309897
50.975,0.11513019692868064
50.976,0.10121748942676043
50.977,0.08793464794915395
50.978,0.07536623450451106
50.979,0.06356006220290063
50.98,0.05252582238115927
50.981,0.042235092653335984
50.982,0.03262278411745579
50.983,0.02359002644857975
50.984,0.015008432842037879
50.985,0.006725627866322104
50.986,-0.0014281361654656646
50.987,-0.009632496550363521
50.988,-0.018068895929849185
50.989,-0.02691219224653383
50.99,-0.036322277073625925
50.991,-0.046436024172270066
50.992,-0.0573598832968058
50.993,-0.06916341923398402
50.994,-0.08187406605257441
50.995,-0.09547332655400567
50.996,-0.10989460042871178
50.997,-0.1250227714260194
50.998,-0.14069562429524538
50.999,-0.1567070977800294
51.0,-0.17281231281606696
51.001,-0.1887342537300135
51.002,-0.20417191606301413
51.003,-0.2188096740698104
51.004,-0.23232756991463333
51.005,-0.24441218236702755
51.006,-0.2547676960221946
51.007,-0.26312676805409907
51.008,-0.2692607817568267
51.009,-0.2729890775550155
51.01,-0.2741867771984954
51.011,-0.2727908542787602
51.012,-0.268804158356315
51.013,-0.26229717169447586
51.014,-0.2534073647867148
51.015,-0.24233610831108104
51.016,-0.22934320233093836
51.017,-0.21473919005283906
51.018,-0.19887572199821668
51.019,-0.18213433048544986
51.02,-0.16491405530374756
51.021,-0.14761842011459342
51.022,-0.13064230105540783
51.023,-0.11435923795770297
51.024,-0.09910972231091464
51.025,-0.0851909548742725
51.026,-0.07284849884738548
51.027,-0.06227015724660786
51.028,-0.05358229732606234
51.029,-0.046848721231828004
51.03,-0.042072058819598496
51.031,-0.03919753079064499
51.032,-0.03811881426047865
51.033,-0.038685648083617095
51.034,-0.0407127398165661
51.035,-0.04398947819924147
51.036,-0.04828993664067029
51.037,-0.053382669893755154
51.038,-0.059039835265816236
51.039,-0.06504523578291757
51.04,-0.07120096589957173
51.041,-0.07733244527515927
51.042,-0.08329172657824026
51.043,-0.08895907422310495
51.044,-0.09424291724507942
51.045,-0.09907837526886606
51.046,-0.10342462282522438
51.047,-0.10726140992314732
51.048,-0.11058508738389611
51.049,-0.11340448721258713
51.05,-0.11573698326692537
51.051,-0.11760501654271414
51.052,-0.11903331213150417
51.053,-0.1200469358657201
51.054,-0.12067025839858153
51.055,-0.12092681827184137
51.056,-0.12083999490034947
51.057,-0.12043433544159599
51.058,-0.11973733300225076
51.059,-0.11878141333526906
51.06,-0.11760587357510909
51.061,-0.11625852455307413
51.062,-0.11479680820736567
51.063,-0.11328820441088247
51.064,-0.11180979893243309
51.065,-0.11044694611030365
51.066,-0.10929102564527933
51.067,-0.1084363680656137
51.068,-0.1079764861958507
51.069,-0.10799980102984454
51.07,-0.10858509611720918
51.071,-0.10979696530628355
