timestamp,Señal Suavizada
54.0,-0.03692564644465355
54.001,-0.07164869402696747
54.002,-0.10425627001745677
54.003,-0.13491885069247403
54.004,-0.16388288761210745
54.005,-0.1545345467299905
54.006,-0.14636590470631983
54.007,-0.1396902562696305
54.008,-0.1347573632261821
54.009,-0.13174350681126099
54.01,-0.13074505582483015
54.011,-0.13177583837722334
54.012,-0.134768413542297
54.013,-0.13957914679747604
54.014,-0.1459968004651791
54.015,-0.15375417050421983
54.016,-0.16254214997500022
54.017,-0.1720254780407165
54.018,-0.18185934706109186
54.019,-0.1917060044363149
54.02,-0.2012504885749548
54.021,-0.21021469349529343
54.022,-0.21836904862895484
54.023,-0.22554123575357454
54.024,-0.23162153077279404
54.025,-0.23656454919009157
54.026,-0.2403873733443396
54.027,-0.24316425011370846
54.028,-0.24501824371086586
54.029,-0.24611040054851385
54.03,-0.24662713035088843
54.031,-0.24676661112321796
54.032,-0.2467250805750989
54.033,-0.24668387878580983
54.034,-0.24679806316000427
54.035,-0.24718731487424306
54.036,-0.24792971347241716
54.037,-0.24905876991936676
54.038,-0.250563900666766
54.039,-0.25239429601275304
54.04,-0.25446590931644575
54.041,-0.2566710790327832
54.042,-0.2588901103962772
54.043,-0.2610039928661265
54.044,-0.2629073345217792
54.045,-0.26452055961655435
54.046,-0.26580043690680577
54.047,-0.26674809543307376
54.048,-0.26741383042567995
54.049,-0.2678982019084461
54.05,-0.268349162785264
54.051,-0.26895521723995297
54.052,-0.2699348799794122
54.053,-0.27152297311797613
54.054,-0.2739545291037569
54.055,-0.2774472603928033
54.056,-0.28218369173749336
54.057,-0.2882941209965223
54.058,-0.29584156633829917
54.059,-0.30480977464613046
54.06,-0.31509521519080985
54.061,-0.3265037646253095
54.062,-0.33875252113563104
54.063,-0.3514768791478419
54.064,-0.3642426788642572
54.065,-0.37656292926492774
54.066,-0.38791831139252364
54.067,-0.39778042150177045
54.068,-0.4056365279893743
54.069,-0.41101450457181654
54.07,-0.41350656209894865
54.071,-0.41279045675206727
54.072,-0.4086469803905393
54.073,-0.4009727443308942
54.074,-0.38978752851058546
54.075,-0.3752357798435195
54.076,-0.3575821704273059
54.077,-0.3372014649748646
54.078,-0.3145632605044
54.079,-0.29021244398446483
54.08,-0.2647464373479975
54.081,-0.23879045749104041
54.082,-0.2129720985084877
54.083,-0.187896550613551
54.084,-0.1641236908618059
54.085,-0.14214813352043096
54.086,-0.12238312660134454
54.087,-0.10514892961537584
54.088,-0.09066602642444359
54.089,-0.07905324074586456
54.09,-0.07033054610582812
54.091,-0.06442610990340403
54.092,-0.06118690133706983
54.093,-0.060392036016482346
54.094,-0.06176793967486791
54.095,-0.06500437856172041
54.096,-0.06977043052677817
54.097,-0.07572955818099021
54.098,-0.08255307851333082
54.099,-0.08993148745505783
54.1,-0.09758328778977596
54.101,-0.10526116492533473
54.102,-0.11275553920726539
54.103,-0.11989569287687749
54.104,-0.12654880364345283
54.105,-0.1326173162731685
54.106,-0.13803513674535722
54.107,-0.14276314903342135
54.108,-0.1467845228311261
54.109,-0.1501002178703223
54.11,-0.1527250024805897
54.111,-0.15468419362456104
54.112,-0.15601121305899343
54.113,-0.15674594498013694
54.114,-0.15693378465081073
54.115,-0.1566251891099841
54.116,-0.155875497739406
54.117,-0.1547447754090217
54.118,-0.15329744286208186
54.119,-0.15160150058354144
54.12,-0.14972721888424886
54.121,-0.1477452535808957
54.122,-0.14572422681916294
54.123,-0.14372790703457022
54.124,-0.14181219933244343
54.125,-0.1400222177074395
54.126,-0.13838973879750813
54.127,-0.13693134837929946
54.128,-0.13564756035623557
54.129,-0.13452312879144146
54.13,-0.13352869096959102
54.131,-0.1326237751269817
54.132,-0.1317610848808328
54.133,-0.1308918515183384
54.134,-0.12997193517096542
54.135,-0.1289682542332025
54.136,-0.12786505294619677
54.137,-0.12666948067558195
54.138,-0.12541596099416977
54.139,-0.12416886920637593
54.14,-0.12302312531129184
54.141,-0.12210242870734256
54.142,-0.12155501172990982
54.143,-0.12154696051529214
54.144,-0.12225333323017899
54.145,-0.12384747920603542
54.146,-0.12648911977423324
54.147,-0.13031188395879423
54.148,-0.13541107856507742
54.149,-0.14183251098713348
54.15,-0.14956316915111822
54.151,-0.15852449768180313
54.152,-0.16856888250955882
54.153,-0.1794797883808219
54.154,-0.19097578551408947
54.155,-0.2027184731338205
54.156,-0.21432406168761364
54.157,-0.22537814181951535
54.158,-0.23545295135608557
54.159,-0.24412627360690786
54.16,-0.2510009685604848
