Timestamps,Signal
1,-0.017692542327908206
2,-0.026033718463713475
3,-0.03464511807756265
4,-0.04336895966501089
5,-0.052035492004781594
6,-0.06046648519247975
7,-0.06847946914827965
8,-0.07589267208341059
9,-0.08253055032534237
10,-0.08822973695006167
11,-0.09284517830041285
12,-0.09625618608662857
13,-0.09837209489482208
14,-0.09913720674139459
15,-0.09853470903268521
16,-0.09658928446784933
17,-0.09336817718638755
18,-0.08898055486964783
19,-0.08357508876282044
20,-0.07733577087502921
21,-0.07047608004711503
22,-0.0632317076797832
23,-0.05585213782692195
24,-0.048591443138165456
25,-0.04169870902064129
26,-0.035408527473996185
27,-0.029932002930427963
28,-0.025448686672665297
29,-0.02209981469250733
30,-0.019983155088948355
31,-0.019149688377370095
32,-0.01960225129435049
33,-0.021296180244686283
34,-0.024141890109951485
35,-0.028009235699673778
36,-0.03273342622484903
37,-0.03812219907868618
38,-0.04396391236840164
39,-0.05003618466336844
40,-0.05611470640792444
41,-0.06198185410991576
42,-0.0674347612303682
43,-0.07229253363341055
44,-0.07640235003008922
45,-0.0796442368261492
46,-0.08193436631571152
47,-0.08322678332415098
48,-0.08351352605095073
49,-0.08282316468886261
50,-0.0812178274494692
51,-0.07878883280548815
52,-0.07565109521687914
53,-0.07193650948818171
54,-0.06778655170094926
55,-0.06334436750225579
56,-0.05874664071090398
57,-0.05411555083870917
58,-0.04955114181937438
59,-0.045124423990987456
60,-0.04087152331570844
61,-0.036789171674595555
62,-0.03283180212366503
63,-0.02891046286704929
64,-0.02489371057800503
65,-0.02061057296118032
66,-0.01585559323102921
67,-0.010395879106138449
68,-0.003979994673130566
69,0.0036515591570165803
70,0.012754610144437305
71,0.023568738442345888
72,0.03630432869096076
73,0.0511297666323033
74,0.06815932168597458
75,0.08744225739145
76,0.10895368515735226
77,0.1325876334534229
78,0.1581527355735235
79,0.1853708503893824
80,0.21387882176507883
81,0.24323347616993568
82,0.27291983032920897
83,0.3023623528970206
84,0.33093900324429976
85,0.3579976598889734
86,0.38287444222155365
87,0.40491334317620653
88,0.423486527085705
89,0.438014599280672
90,0.44798613447394586
91,0.45297575349855335
92,0.45266006920912444
93,0.4468308787281347
94,0.43540505347993164
95,0.4184306829266589
96,0.3960891464363295
97,0.36869292413791555
98,0.33667910581978244
99,0.300598717761152
100,0.26110214174933605
101,0.21892106029135747
102,0.17484750412702046
103,0.12971070734697787
104,0.08435258032051471
105,0.03960268805833126
106,-0.0037463373879667514
107,-0.04496201305255797
108,-0.08339295257247736
109,-0.11848672576449842
110,-0.1498039271272515
111,-0.17702790551913972
112,-0.19996979252807878
113,-0.218568668569851
114,-0.23288692143272183
115,-0.24310107163388534
116,-0.24948854635215384
117,-0.25241106824354265
118,-0.25229547964631494
119,-0.24961293647574315
120,-0.24485746624407148
121,-0.2385248930524277
122,-0.2310930918539097
123,-0.22300443966756156
124,-0.21465118996032936
125,-0.2063643238803686
126,-0.19840622702833818
127,-0.1909673203680539
128,-0.18416655792037487
129,-0.17805549974319926
130,-0.1726254797178114
131,-0.1678172479197233
132,-0.16353236681728195
133,-0.15964558239176702
134,-0.1560173846610862
135,-0.15250602219358544
136,-0.14897831711827916
137,-0.1453187476464872
138,-0.14143641521815598
139,-0.1372696734187758
140,-0.13278836522367915
141,-0.12799376622884123
142,-0.12291646764502127
143,-0.1176125428937074
144,-0.1121584243703167
145,-0.1066449514649124
146,-0.1011710598587658
147,-0.09583755482907069
148,-0.09074135870558923
149,-0.085970540041792
150,-0.08160033960554447
151,-0.07769032118338762
152,-0.07428267787574731
153,-0.07140163755756877
154,-0.06905384728380633
155,-0.06722957033940816
156,-0.06590449511266919
157,-0.06504195410653228
158,-0.06459536800016477
159,-0.06451074950291708
160,-0.06472913742426269
161,-0.06518887584837965
162,-0.06582769442426953
163,-0.06658457304523957
164,-0.06740140658746341
165,-0.06822449826705451
166,-0.06900591115162383
167,-0.06970469323883222
168,-0.07028798088374599
169,-0.07073195334172132
170,-0.07102259019431525
171,-0.07115615838033251
172,-0.07113934276072621
173,-0.07098892622227775
174,-0.07073093760148431
175,-0.07039920621975958
176,-0.07003329945436501
177,-0.06967586581694449
178,-0.06936945486070306
179,-0.06915294645165022
180,-0.06905777640540975
181,-0.06910418369779696
182,-0.06929774245789588
183,-0.06962645793456126
184,-0.07005869365330865
185,-0.07054216896019573
186,-0.07100421887670798
187,-0.07135343482411537
188,-0.07148272023910736
189,-0.07127369896145595
190,-0.0706023178763543
191,-0.06934539106334196
192,-0.0673877480327098
193,-0.0646295824823915
194,-0.06099356448667888
195,-0.056431260524977774
196,-0.05092842212088269
197,-0.04450875521177099
198,-0.03723585678054351
199,-0.029213095875414232
200,-0.020581339784524498
201,-0.011514554301615302
202,-0.002213431306783571
203,0.007102676057485928
204,0.016205119317355396
205,0.02486615019549452
206,0.032869408540575115
207,0.0400201358528178
208,0.04615455463641249
209,0.0511478885817172
210,0.054920567006982064
211,0.05744225580990281
212,0.05873347593336564
213,0.05886470277845621
214,0.057952977889992464
215,0.05615620109295581
216,0.05366540133020485
217,0.05069539100168479
218,0.04747429648001409
219,0.04423251610477706
220,0.04119168760470864
221,0.03855423760010013
222,0.03649405137669518
223,0.03514873416215866
224,0.03461384815985228
225,0.03493939407577183
226,0.03612868960227434
227,0.038139666192232885
228,0.040888476762908105
229,0.04425518893133963
230,0.04809123497247478
231,0.05222819503532785
232,0.05648743482795208
233,0.060690087244560216
234,0.06466685334104333
235,0.0682671171442369
236,0.07136692068365805
237,0.07387540755659262
238,0.07573942780988316
239,0.07694610096303811
240,0.07752324034600673
241,0.07753765412428044
242,0.07709144398422958
243,0.07631652130834192
244,0.07536764215329873
245,0.07441433507791964
246,0.07363213989381305
247,0.07319360266381077
248,0.07325947438076173
249,0.07397054816585019
250,0.07544052581958713
251,0.07775024539295551
252,0.08094353907319773
253,0.0850249032798274
254,0.08995906974726318
255,0.09567248056551493
256,0.10205658187404382
257,0.10897276011201726
258,0.11625867272681231
259,0.1237356687771991
260,0.1312169437075163
261,0.1385160383037094
262,0.14545528093971427
263,0.1518737838758117
264,0.15763461758127661
265,0.16263082802549256
266,0.1667900220035807
267,0.17007730725418413
268,0.17249644502767197
269,0.17408916448953188
270,0.1749326672448906
271,0.1751354350536726
272,0.1748315370213692
273,0.17417370326425796
274,0.1733254920286305
275,0.17245292368625678
276,0.1717159845303464
277,0.17126041425257857
278,0.17121018165724622
279,0.17166101904488779
280,0.17267534028984705
281,0.17427880095219034
282,0.17645867176596725
283,0.17916410904049573
