Timestamps,Signal
1,0.08720878785765941
2,0.09932124409816338
3,0.11100535896269066
4,0.12191297967666717
5,0.13169882894038556
6,0.14003402053187136
7,0.14661946596659683
8,0.15119860236880248
9,0.15356888603710783
10,0.15359153341242676
11,0.15119904965226214
12,0.14640016324831115
13,0.13928188242707898
14,0.1300085029792654
15,0.1188175199976788
16,0.10601252500983471
17,0.09195330336344486
18,0.07704347307324615
19,0.06171612391694999
20,0.046418017411137186
21,0.031592985970791417
22,0.01766522414073692
23,0.005023187749523546
24,-0.005995192380875432
25,-0.01511532137985374
26,-0.02213619030266768
27,-0.026937589986544372
28,-0.029483947841321412
29,-0.02982460278384478
30,-0.02809050285405218
31,-0.024487479848356843
32,-0.01928642097568904
33,-0.012810812641887735
34,-0.005422260608984372
35,0.0024953135333420106
36,0.010552037285220271
37,0.01836822534024997
38,0.025589532820064723
39,0.031900424901141165
40,0.03703536627408906
41,0.04078726831632431
42,0.0430128914573983
43,0.04363506538592909
44,0.04264177166426836
45,0.0400823001989336
46,0.03606083914235431
47,0.030727986216437422
48,0.02427076219431538
49,0.016901759477195497
50,0.008848070726724168
51,0.00034061497983566783
52,-0.008395589303308876
53,-0.01714975406539404
54,-0.025731927715368003
55,-0.0339776909511878
56,-0.04175089963136669
57,-0.04894456977249515
58,-0.05548012123402348
59,-0.06130529766254399
60,-0.06639114779013662
61,-0.07072848354291311
62,-0.07432422500292588
63,-0.0771980057883451
64,-0.0793793386976844
65,-0.08090553878020318
66,-0.08182049267966901
67,-0.0821742435097411
68,-0.08202324014793984
69,-0.08143099673146614
70,-0.0804688387122645
71,-0.0792163632798743
72,-0.07776123540146984
73,-0.07619797444599463
74,-0.07462545994621034
75,-0.07314299164662791
76,-0.07184487240187953
77,-0.07081363603466942
78,-0.07011220050641716
79,-0.069775376422263
80,-0.06980128752272927
81,-0.07014335959177401
82,-0.0707035867302509
83,-0.07132778142922591
84,-0.07180346406861303
85,-0.07186093571810555
86,-0.07117791676734156
87,-0.06938792979912552
88,-0.066092371544006
89,-0.06087596785866395
90,-0.05332505843624374
91,-0.04304792824779128
92,-0.029696205088223303
93,-0.012986206438307942
94,0.00728096292498953
95,0.031201761311930448
96,0.05875613605189742
97,0.08979800359165135
98,0.12405104516460069
99,0.16111030712384
100,0.2004497819009569
101,0.24143581182932766
102,0.2833458220764181
103,0.3253915782572563
104,0.3667458907320056
105,0.40657148370090185
106,0.44405061236737325
107,0.4784139594464564
108,0.5089673822056459
109,0.5351152051348755
110,0.5563789548130731
111,0.5724106970286746
112,0.5830004494815161
113,0.5880774854357516
114,0.587705687377018
115,0.582073434449756
116,0.5714787985713919
117,0.5563110571704221
118,0.5370296913137997
119,0.5141421246320147
120,0.48818146224911224
121,0.4596854147576004
122,0.4291774502101466
123,0.39715101429402117
124,0.364057412057916
125,0.330297679526045
126,0.29621849850874116
127,0.26211194596214005
128,0.22821863975424375
129,0.19473365847285423
130,0.16181447495338244
131,0.1295900748991378
132,0.0981704188019596
133,0.06765545135792991
134,0.03814296181071218
135,0.00973473854140749
136,-0.017459371651784315
137,-0.04331970660269038
138,-0.06771735135796281
139,-0.09051686961772536
140,-0.11158089675358372
141,-0.1307761695163822
142,-0.147980482681808
143,-0.16309002423971827
144,-0.1760265333334086
145,-0.18674376190917297
146,-0.1952327882330897
147,-0.2015258186629963
148,-0.20569822283511002
149,-0.20786866399896395
150,-0.20819730419710109
151,-0.20688217081059934
152,-0.2041538701146741
153,-0.200268910451823
154,-0.195501954781445
155,-0.1901373595071624
156,-0.18446036982040992
157,-0.1787483376659696
158,-0.1732623060296037
159,-0.16823926947231738
160,-0.16388537342699264
161,-0.16037026339152866
162,-0.15782274083402187
163,-0.15632782902362827
164,-0.15592529542541728
165,-0.15660962874923134
166,-0.1583314279692006
167,-0.16100011651473242
168,-0.164487862531991
169,-0.16863455855853782
170,-0.17325369124231776
171,-0.17813891041105556
172,-0.18307109338987906
173,-0.1878256890655559
174,-0.19218012272870014
175,-0.19592104212076517
176,-0.19885118774250948
177,-0.20079568582354332
178,-0.20160757652631633
179,-0.20117241073869313
180,-0.19941177801466492
181,-0.19628566344235177
182,-0.19179356161739608
183,-0.18597431629209313
184,-0.17890470023612542
185,-0.1706967879402821
