timestamp,señal
1,0.165764614589285
2,0.15344669365333496
3,0.4241131070345324
4,0.514468454762525
5,0.26292874679104544
6,0.07933651351871768
7,0.2863107771948229
8,0.11538043088614286
9,0.9897916347375387
10,1.6251783037641139
11,0.9308789399636335
12,0.043081507127839536
13,0.5729056466806786
14,0.8530905917646563
15,0.9376742342597635
16,0.6568347610780482
17,0.23026634917409314
18,0.13380421481946816
19,0.4330696796110704
20,0.3898244933493018
21,0.0577246002623529
22,0.1965133778148087
23,0.24812255557961652
24,0.03405739687951118
25,0.2735002549901492
26,0.4726331160006333
27,0.5123051604203731
28,0.33343148325809346
29,0.1374776067253772
30,0.05795025084935002
31,0.022928645201298586
32,0.13562740388314556
33,0.16899050161784973
34,0.10000487025009394
35,0.35823581790009945
36,0.1471099607687624
37,0.1855634130544601
38,0.538178802139289
39,0.0978422235326724
40,0.5589922507232892
41,0.6162052399622411
42,0.6073795749605974
43,0.592660868657866
44,0.5409996096151155
45,0.5487836919236062
46,0.3119230073625399
47,0.07233652403374106
48,0.29396380478522266
49,0.24421839260059938
50,0.09642759118151953
51,0.12165519754847848
52,0.17418056087297906
53,0.13236902394182368
54,0.14476483377892602
55,0.19240061713874723
56,0.21221072347842923
57,0.24013968384732365
58,0.2940769890860813
59,0.32138562576496815
60,0.2266093154307769
61,0.1530424021791199
62,0.14215900878503643
63,0.09666048821432252
64,0.05313131611028087
65,0.29030038024234384
66,0.6317319567817011
67,0.4072554699626956
68,0.3175362831176228
69,0.5453145232050578
70,0.34813089199597363
71,0.07886777224327991
72,0.1821872710028441
73,0.16742449966219258
74,0.3861765129356492
75,0.5887735816091861
76,0.39367480316196074
77,0.11653851800804538
78,0.04085545838803804
79,0.060306524970944825
80,0.036033307785773835
81,0.17097289722858472
82,0.10645378963599524
83,0.15437233360020775
84,0.4301795586524419
85,0.8473067397684015
86,1.0970278444818353
87,0.8742249916567493
88,0.4446280533753135
89,0.03374385541744425
90,0.721106818687501
91,1.2555145913311663
92,1.0868366256689503
93,0.5431360330625481
94,0.015321075239522867
95,0.3900553656614978
96,0.3022840032101586
97,0.021812369756501037
98,0.20569125456477338
99,0.416792006754327
