timestamp,señal
1,0.6592286867521929
2,0.2904550263251113
3,0.05337579177651932
4,0.1068117501673215
5,0.39164136227414165
6,0.34760762246929067
7,0.0035596644410983164
8,0.17829622425210506
9,0.14514164929562595
10,0.034443083304838536
11,0.0022941767275095953
12,0.05630987163345115
13,0.2847457031945635
14,0.3591868307116344
15,0.1824968305206544
16,0.08787318481185875
17,0.12248726357362097
18,0.12291896851756767
19,0.04871133881605139
20,0.003534896294934491
21,0.0867899634951591
22,0.1941351988566737
23,0.14488371387204185
24,0.047660988066103575
25,0.022816632789417538
26,0.15462394893803227
27,0.3379363232671147
28,0.24450290926231596
29,0.013878281826044263
30,0.34256944522885285
31,0.789567449752811
32,0.7628226186779504
33,0.3244618515096954
34,0.055178290388142745
35,0.6138511034283991
36,1.5075073813961006
37,1.531863092141529
38,0.9599401591223161
39,0.333364258647017
40,0.3431194002017449
41,0.8835216240836193
42,1.2574409926631398
43,1.4536353664619859
44,1.3358041624976265
45,1.0907553727998671
46,0.864759355140528
47,0.43398356126006393
48,0.13705699732428123
49,0.51988959278965
50,0.6924822306739039
51,0.7125914995167585
52,0.6328385181921061
53,0.6346708360409646
54,0.7351797855996663
55,0.7480696170470399
56,0.5968180215381566
57,0.27375372881857224
58,0.2189576083492259
59,0.5980803214442969
60,0.6578929033128217
61,0.6158887832614633
62,0.570443414883398
63,0.41218723667883267
64,0.1462151414265768
65,0.15276928879000207
66,0.40372437035911324
67,0.48875067735665134
68,0.3652486895563061
69,0.21933422126966293
70,0.16986082019892634
71,0.13087915291481086
72,0.08218164002881462
73,0.03828473973994723
74,0.0017486637738666133
75,0.05625602219700929
76,0.1267478134949106
77,0.14001293219494707
78,0.13157919059564396
79,0.14182131169208936
80,0.10218092368383913
81,0.05771335129402998
82,0.013386215882406112
83,0.08002937334284593
84,0.1196783870403984
85,0.11786533009075635
86,0.18119193471439163
87,0.240605622855418
88,0.2176643213856174
89,0.13096807637111435
90,0.008142517795608933
91,0.10267816777060637
92,0.09194344822612148
93,0.069741836661237
94,0.2250790157912851
95,0.27215011561816066
96,0.15428777828162565
97,0.22936109037002336
98,0.5898678814840836
99,0.6225637034356606
100,0.4382431017363501
101,0.18021416094369233
102,0.12694529425952925
103,0.21658445502852444
104,0.04239890509361266
105,0.18822685250387203
106,0.21731225572309912
107,0.17364475727984047
108,0.22024204767768676
109,0.3345268037281821
110,0.2446545699467186
111,0.00770233534842206
112,0.17106612815259287
113,0.31282273540336575
114,0.457378739225524
115,0.5741016480648026
116,0.4918998173862427
117,0.2521925485871682
118,0.10420257111978619
119,0.01662455543269945
120,0.1823583768975453
121,0.4150591184719273
122,0.7922088946155802
123,0.9843658330695172
124,0.8649275266072934
125,0.6497617365948958
126,0.22492015841556698
127,0.2707945756517859
128,0.5706782578489696
129,0.739413737081561
130,0.5895731425313753
131,0.06335183581114605
132,0.3445343549432457
133,0.434977214516283
134,0.36049433384650137
135,0.13216849041351741
136,0.12838527239752262
137,0.28005014749125406
138,0.4600006930131916
139,0.6528190974953544
140,0.7017754475914818
141,0.668479646542844
142,0.6085116592619952
143,0.42364449765435025
144,0.08696697067165948
145,0.25586059712029025
146,0.48182790411050785
147,0.5310971239448499
148,0.43818520408627715
149,0.37922465182061293
150,0.21543935459151897
151,0.09520525792210316
152,0.11413476377630136
153,0.15651587853432639
154,0.578180837507751
155,1.156890090234833
156,1.3887216556333064
