timestamp,channel
1,0.07247124419333911
2,0.07110538186781887
3,0.06976058748130762
4,0.06843939950641117
5,0.06714025007375582
6,0.0658564304155534
7,0.06457539673683427
8,0.06327843651539895
9,0.061940694272867414
10,0.06053153481717835
11,0.05901521212437769
12,0.05735180300347163
13,0.055498362874933614
14,0.0534102656583184
15,0.0510426959619041
16,0.04835226262940857
17,0.04529871182116911
18,0.04184672205297178
19,0.037967755445679846
20,0.0336419311867634
21,0.02885987876762809
22,0.023624506885877937
23,0.017952605122189068
24,0.011876181906971976
25,0.0054434272685511455
26,-0.0012808215336957082
27,-0.008215232339932706
28,-0.01526285750374837
29,-0.022312829023123235
30,-0.02924291744717592
31,-0.03592295678211354
32,-0.04221908470838522
33,-0.04799868654801086
34,-0.0531358685791387
35,-0.05751723040078377
36,-0.06104766032573975
37,-0.06365583956227097
38,-0.06529912555676073
39,-0.06596748873178357
40,-0.06568620456644517
41,-0.06451704701293921
42,-0.06255779777472976
43,-0.059939972828032144
44,-0.05682476843749453
45,-0.05339733130423877
46,-0.04985956084189864
47,-0.04642174762804777
48,-0.04329343313809158
49,-0.040673939020012526
50,-0.03874304732648474
51,-0.0376523218733233
52,-0.03751754663524767
53,-0.03841270674186105
54,-0.0403658539381708
55,-0.0433571045140952
56,-0.04731891082179548
57,-0.05213861581684588
58,-0.057663177949390534
59,-0.06370583938050683
60,-0.07005440730311648
61,-0.0764807279081195
62,-0.08275087774923857
63,-0.08863556195990085
64,-0.09392020662374001
65,-0.09841425614398625
66,-0.10195923984497142
67,-0.10443524599931775
68,-0.10576553006517116
69,-0.10591908661474247
70,-0.10491112809985272
71,-0.10280151388355849
72,-0.09969126874489162
73,-0.09571742590673503
74,-0.09104649379145949
75,-0.08586688969284671
76,-0.08038071905973068
77,-0.07479528791119365
78,-0.06931471917372253
79,-0.06413202336658283
80,-0.05942192598149023
81,-0.05533470260432362
82,-0.05199121560297058
83,-0.049479279445271404
84,-0.047851419116933996
85,-0.047124036298021525
86,-0.047277940866108266
87,-0.048260156781256565
88,-0.04998688040682627
89,-0.05234743441545875
90,-0.05520904109798838
91,-0.058422224175728545
92,-0.06182663963390357
93,-0.0652571326954143
94,-0.06854982036342014
95,-0.07154799896983488
96,-0.07410768669563299
97,-0.07610262471282472
98,-0.07742857082476577
99,-0.07800673828530622
100,-0.07778626375292962
101,-0.07674561351319836
102,-0.07489286513752602
103,-0.07226484423524943
104,-0.0689251419386393
105,-0.06496107939253813
106,-0.06047972938618812
107,-0.05560315669018859
108,-0.05046307673887652
109,-0.04519516543499544
110,-0.039933275875468105
111,-0.034803834572291616
112,-0.029920687129451586
113,-0.025380649691198524
114,-0.021259989986262422
115,-0.017612018473205614
116,-0.014465914537722762
117,-0.011826843157345127
118,-0.009677346548292515
119,-0.007979924024234331
120,-0.006680639934828518
121,-0.005713536208500054
122,-0.00500557856611919
123,-0.004481827786040457
124,-0.004070511942357574
125,-0.003707682617490681
126,-0.0033411637962123667
127,-0.002933546562861722
128,-0.0024640483998811034
129,-0.0019291290557956337
130,-0.0013418381936894227
131,-0.0007299589767604539
132,-0.0001330938950734475
133,0.0004010876332618726
134,0.0008211626339619058
135,0.0010765110455140826
136,0.001121783449293441
137,0.0009209525702367299
138,0.00045065395742526247
139,-0.0002974272512676625
140,-0.0013152969259262743
141,-0.0025786115237087797
142,-0.004047857101580919
143,-0.005670658971388609
144,-0.007385051199873859
145,-0.009123459718783623
146,-0.010817100818597542
147,-0.012400467830390978
148,-0.013815569660985383
149,-0.015015606870613797
150,-0.015967810441476653
151,-0.01665523484246642
152,-0.017077374400009625
153,-0.017249561162593963
154,-0.01720119003970493
155,-0.016972914869254757
156,-0.01661303248852525
157,-0.01617332962912335
158,-0.01570471364255426
159,-0.015252963782768927
