timestamp,channel
1,-0.10922864710892016
2,-0.10767561763883618
3,-0.10625491337375881
4,-0.10503273071197902
5,-0.10407860733484708
6,-0.10346305874504653
7,-0.10325511888015168
8,-0.1035199098777624
9,-0.10431636281761289
10,-0.10569520118471282
11,-0.10769728211273819
12,-0.11035237204469721
13,-0.11367840509980698
14,-0.11768124531120863
15,-0.12235494649965149
16,-0.1276824743871501
17,-0.13363683130970816
18,-0.14018250251797276
19,-0.14727712842314541
20,-0.15487329667149707
21,-0.16292034572106184
22,-0.1713660755747851
23,-0.18015827080924413
24,-0.18924595802783806
25,-0.19858033836737554
26,-0.20811536193148616
27,-0.2178079331962424
28,-0.22761776448383536
29,-0.23750691742675756
30,-0.24743909450280266
31,-0.257378759813886
32,-0.2672901801325803
33,-0.2771364851529091
34,-0.28687884394998897
35,-0.29647585134802573
36,-0.3058832034675682
37,-0.3150537267906313
38,-0.3239378025296121
39,-0.33248420257984795
40,-0.34064132843525924
41,-0.34835881560460713
42,-0.35558944086652744
43,-0.36229124496339704
44,-0.3684297643889389
45,-0.37398024882939934
46,-0.3789297327163504
47,-0.38327882655732987
48,-0.3870430970601786
49,-0.3902539166205855
50,-0.3929586812518257
51,-0.39522032122023526
52,-0.39711605628049473
53,-0.39873538362100874
54,-0.40017732486571844
55,-0.4015469941125471
56,-0.40295158846128315
57,-0.40449593934855377
58,-0.40627779220495086
59,-0.40838300809638395
60,-0.4108809002244597
61,-0.41381992609465634
62,-0.41722395453858585
63,-0.4210893169418279
64,-0.42538282832663
65,-0.430040933130677
66,-0.4349700868424362
67,-0.4400484371836695
68,-0.4451288117827681
69,-0.45004296084959045
70,-0.4546069418169239
71,-0.4586274768662636
72,-0.461909058600584
73,-0.46426153606301584
74,-0.4655078752949412
75,-0.4654917687565502
76,-0.4640847577308394
77,-0.4611925399127435
78,-0.45676015738487663
79,-0.4507757986365289
80,-0.44327300060272934
81,-0.4343311015650368
82,-0.42407387064304225
83,-0.41266631653286895
84,-0.40030976438250243
