timestamp,Señal Suavizada
53.15,0.04699627729319541
53.151,0.08762239994593149
53.152,0.12193326685825237
53.153,0.15003789445533672
53.154,0.17209784934946323
53.155,0.14132861606221606
53.156,0.1113554405054182
53.157,0.08242536335181748
53.158,0.054769743831101725
53.159,0.028600413897507483
53.16,0.004105955692803228
53.161,-0.018551811875383482
53.162,-0.03924102807926294
53.163,-0.05786253859402343
53.164,-0.07435206556374994
53.165,-0.08868166320424017
53.166,-0.10086033466456087
53.167,-0.11093370472307196
53.168,-0.11898268052110782
53.169,-0.12512107142361922
53.17,-0.12949218679562333
53.171,-0.1322644810152619
53.172,-0.13362637246333176
53.173,-0.13378040876135958
53.174,-0.13293699259450523
53.175,-0.13130791659120608
53.176,-0.12909997536678744
53.177,-0.12650892550983656
53.178,-0.12371405891262377
53.179,-0.12087362379358997
53.18,-0.11812128957917459
53.181,-0.11556379919805054
53.182,-0.11327989118206822
53.183,-0.11132050257499145
53.184,-0.10971019969980338
53.185,-0.1084497173148877
53.186,-0.10751942904822805
53.187,-0.10688352012593515
53.188,-0.10649460315766864
53.189,-0.10629850055883924
53.19,-0.1062389117517298
53.191,-0.10626169917853319
53.192,-0.10631856148680767
53.193,-0.10636991133086376
53.194,-0.10638682299537879
53.195,-0.10635198338568251
53.196,-0.10625964938384769
53.197,-0.10611467695854598
53.198,-0.10593074482298177
53.199,-0.10572794988769309
53.2,-0.10552999021084017
53.201,-0.10536116984667285
53.202,-0.10524346932755567
53.203,-0.10519391391545305
53.204,-0.1052224486089215
53.205,-0.10533048431320562
53.206,-0.1055102309203991
53.207,-0.10574487359869483
53.208,-0.1060095855430573
53.209,-0.10627330572415322
53.21,-0.10650115413100977
53.211,-0.10665730538299119
53.212,-0.10670810082028975
53.213,-0.10662515644148045
53.214,-0.1063882195968602
53.215,-0.10598753618866603
53.216,-0.10542551173060312
53.217,-0.10471749725357626
53.218,-0.10389158779731476
53.219,-0.10298737936207039
53.22,-0.10205370383083001
53.221,-0.10114543927483263
53.222,-0.10031955666000232
53.223,-0.0996306217601131
53.224,-0.09912602619267034
53.225,-0.09884125145596555
53.226,-0.0987954856615793
53.227,-0.09898790987380982
53.228,-0.09939494492815774
53.229,-0.09996870694091976
53.23,-0.10063685809838263
53.231,-0.10130396177952825
53.232,-0.10185436650686355
53.233,-0.10215655345381199
53.234,-0.10206878863353724
53.235,-0.10144583658140804
53.236,-0.10014641594967705
53.237,-0.0980410206211611
53.238,-0.09501969143023023
53.239,-0.09099930414701209
53.24,-0.08592994576387136
53.241,-0.07979998855862876
53.242,-0.0726395237710846
53.243,-0.06452189496073557
53.244,-0.05556316307975205
